"title","year","imdb","metascore","gross"
"The 9th Life of Louis Drax",2016,6.3,41,-1
"Fallen",2016,5.4,47,-1
"Frantz",2016,7.5,73,880474
"Madaari",2016,7.6,-1,-1
"Kill Command",2016,5.7,-1,-1
"Elvis & Nixon",2016,6.4,59,1031598
"Message from the King",2016,6.4,40,-1
"Theri",2016,7.1,-1,-1
"Headshot",2016,6.3,61,-1
"I Am the Pretty Thing That Lives in the House",2016,4.5,68,-1
"Psycho Raman",2016,7.4,-1,-1
"Don't Knock Twice",2016,5.1,45,-1
"Shut In",2016,4.8,25,6883951
"The Love Witch",2016,6.2,82,228894
"Don't Hang Up",2016,5.6,-1,-1
"Yoga Hosers",2016,4.3,23,-1
"Gantz: O",2016,7.1,-1,-1
"Graduation",2016,7.3,84,175975
"Dhuruvangal Pathinaaru",2016,8.3,-1,-1
"At the End of the Tunnel",2016,7.1,-1,-1
"Certain Women",2016,6.3,82,1032942
"61 Days",2016,7.4,-1,-1
"Things to Come",2016,7.0,88,282382
"Absolutely Fabulous: The Movie",2016,5.4,59,4750497
"Manhattan Night",2016,6.2,44,-1
"Te3n",2016,7.3,-1,258066
"Incarnate",2016,5.3,30,4790573
"Indignation",2016,6.7,78,3399841
"The Hollars",2016,6.6,53,1016872
"Kabali",2016,6.2,-1,-1
"God's Not Dead 2",2016,4.4,22,20773070
"USS Indianapolis: Men of Courage",2016,5.2,30,-1
"The Eyes of My Mother",2016,6.2,63,25981
"Saala Khadoos",2016,7.6,-1,76931
"Sairat",2016,8.3,-1,-1
"The Young Offenders",2016,7.1,-1,-1
"Mindhorn",2016,6.3,70,-1
"The Exception",2016,6.8,60,606989
"Handsome Devil",2016,7.0,60,-1
"Aruvi",2016,8.5,-1,-1
"All I See Is You",2016,5.4,43,217644
"Two Lottery Tickets",2016,7.7,-1,-1
"A Family Man",2016,6.5,21,-1
"Mohenjo Daro",2016,5.7,39,1250765
"Kickboxer: Vengeance",2016,4.9,37,-1
"Beta Test",2016,5.7,-1,10104
"Hounds of Love",2016,6.5,73,-1
"The Fury of a Patient Man",2016,6.8,-1,-1
"Trapped",2016,7.5,-1,-1
"Holidays",2016,5.1,50,-1
"Below Her Mouth",2016,5.5,42,-1
"The Duel",2016,5.8,42,57443
"Ratchet & Clank",2016,5.6,29,8549740
"Un italiano en Noruega",2016,6.6,-1,-1
"Rules Don't Apply",2016,5.7,60,3647836
"The Distinguished Citizen",2016,7.5,-1,-1
"Shivaay",2016,6.2,-1,-1
"Other People",2016,6.8,67,93000
"Sanam Teri Kasam",2016,7.3,-1,22121
"Una",2016,6.2,62,-1
"This Beautiful Fantastic",2016,6.9,51,36877
"The Innocents",2016,7.3,78,1063893
"White Girl",2016,5.7,65,198493
"Neruda",2016,6.9,82,938875
"Life and a Day",2016,8.2,-1,-1
"Good Kids",2016,6.1,-1,-1
"After the Storm",2016,7.4,84,267773
"Cabin Fever",2016,3.7,14,-1
"Wiener-Dog",2016,5.9,66,445392
"May God Save Us",2016,7.1,-1,-1
"The Disappointments Room",2016,3.9,31,2411580
"Nannaku Prematho",2016,7.6,-1,-1
"The Thinning",2016,5.5,-1,-1
"Hacker",2016,6.2,-1,-1
"Divines",2016,7.4,71,-1
"In This Corner of the World",2016,7.8,73,-1
"The African Doctor",2016,7.0,-1,-1
"Carrie Pilby",2016,6.6,52,19025
"The Late Bloomer",2016,5.2,34,-1
"Precious Cargo",2016,4.6,27,-1
"Infinity Chamber",2016,6.2,-1,-1
"Like Crazy",2016,7.2,74,106547
"High Strung",2016,6.4,48,45255
"Goodbye Berlín",2016,7.0,-1,-1
"The Age of Shadows",2016,7.1,78,540268
"Buster's Mal Heart",2016,6.1,63,72622
"The Mermaid",2016,6.2,69,3232685
"Approaching the Unknown",2016,4.8,53,-1
"Viral",2016,5.5,-1,-1
"King Cobra",2016,5.6,48,28505
"Housefull 3",2016,5.0,-1,1157163
"Come and Find Me",2016,5.7,46,-1
"Alone in Berlin",2016,6.5,52,-1
"Sleight",2016,5.9,62,3847290
"Boy Missing",2016,6.4,-1,-1
"Dog Eat Dog",2016,4.7,53,-1
"Boo! A Madea Halloween",2016,4.6,30,73159525
"The Unknown Girl",2016,6.5,65,150549
"Pandemic",2016,4.4,47,-1
"Middle School: The Worst Years of My Life",2016,6.1,51,19985196
"Smolensk",2016,1.4,-1,-1
"Standoff",2016,6.1,36,-1
"Southside with You",2016,6.3,74,6303853
"Paris Can Wait",2016,5.8,48,5617731
"The King's Choice",2016,7.1,64,112443
"Tomboy",2016,4.6,34,-1
"Science Fiction Volume One: The Osiris Child",2016,5.6,55,-1
"Trespass Against Us",2016,5.8,50,-1
"Baaghi",2016,5.2,-1,436055
"MSG the Warrior: Lion Heart",2016,6.7,-1,-1
"Killing Ground",2016,5.8,59,-1
"Goat",2016,5.7,64,23020
"The Other Me",2016,7.9,-1,-1
"Dad's Army",2016,5.2,38,-1
"The Veil",2016,4.8,-1,-1
"Rocky Handsome",2016,6.8,-1,-1
"Pee-wee's Big Holiday",2016,6.1,63,-1
"Birth of the Dragon",2016,5.5,35,6901965
"The Neighbour",2016,5.8,-1,-1
"Teo-neol",2016,6.9,68,-1
"Up for Love",2016,6.3,48,-1
"Befikre",2016,3.9,-1,-1
"Smoke & Mirrors",2016,6.9,-1,-1
"Term Life",2016,5.6,23,13040
"Bad Cat",2016,7.2,-1,-1
"A Kind of Murder",2016,5.3,50,1806
"Little Men",2016,6.7,86,702191
"Pulimurugan",2016,6.8,-1,-1
"Prevenge",2016,5.9,71,-1
"From a House on Willow Street",2016,4.8,-1,-1
"Operation Avalanche",2016,6.1,69,55000
"The Comedian",2016,5.7,40,1658706
"Mascots",2016,5.7,57,-1
"Chocolat",2016,7.0,-1,-1
"Kapow",2016,5.1,-1,442299
"Army of One",2016,5.1,43,-1
"Maheshinte Prathikaaram",2016,8.3,-1,-1
"XOXO",2016,5.3,-1,-1
"Here Alone",2016,5.6,59,-1
"The Greasy Strangler",2016,5.7,58,43580
"The Commune",2016,6.4,60,38265
"The Secret Scripture",2016,6.7,37,-1
"The Last King",2016,6.1,-1,8550
"Sami Blood",2016,7.3,79,-1
"Barry",2016,5.8,72,-1
"Rupture",2016,4.8,35,-1
"Satanic",2016,3.6,-1,252
"Let's Be Evil",2016,4.2,-1,-1
"Ikimizin Yerine",2016,6.1,-1,-1
"The Healer",2016,6.3,-1,-1
"Riphagen",2016,7.1,-1,-1
"Lipstick Under My Burkha",2016,6.8,-1,-1
"The Confirmation",2016,6.4,65,-1
"To Steal from a Thief",2016,6.3,-1,-1
"Baar Baar Dekho",2016,5.3,-1,612363
"Hurricane Bianca",2016,5.9,-1,-1
"Urge",2016,4.5,-1,-1
"Trauma",2016,5.4,46,-1
"Almost Christmas",2016,6.1,55,41715860
"Suntan",2016,6.6,59,-1
"Sour Apples",2016,7.2,-1,-1
"Janatha Garage",2016,7.3,-1,-1
"Siren",2016,5.3,54,-1
"When the Bough Breaks",2016,5.1,28,29703843
"LBJ",2016,6.5,54,2470979
"Within",2016,5.1,-1,-1
"The Intervention",2016,6.0,57,32919
"Pelli Choopulu",2016,8.2,-1,-1
"Dhruva",2016,7.8,-1,-1
"Norman: The Moderate Rise and Tragic Fall of a New York Fixer",2016,6.1,75,3810812
"Robinson Crusoe",2016,5.4,36,7965609
"Complete Unknown",2016,5.4,58,166827
"The Bleeder",2016,6.5,68,320725
"Pandora",2016,6.7,-1,-1
"Osman Pazarlama",2016,3.3,-1,-1
"Kiki, Love to Love",2016,6.5,-1,11892
"Being 17",2016,7.1,83,52713
"Strangled",2016,7.0,-1,-1
"Frank & Lola",2016,5.9,56,-1
"Beyond the Gates",2016,5.1,59,-1
"Miss Stevens",2016,6.6,65,3858
"Catfight",2016,5.8,66,-1
"From the Land of the Moon",2016,6.7,40,37757
"The Hollow Point",2016,5.4,41,-1
"Detour",2016,6.2,46,145
"Her & Him",2016,5.8,-1,795900
"Azhar",2016,5.8,-1,-1
"The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared",2016,6.3,-1,-1
"Range 15",2016,5.0,-1,621738
"A Quiet Passion",2016,6.4,77,1864266
"Seoul Station",2016,6.1,-1,-1
"Natsamrat",2016,9.0,-1,-1
"Morris from America",2016,6.2,75,88932
"100 Metres",2016,7.5,-1,-1
"Daylight's End",2016,5.4,-1,-1
"The Odyssey",2016,6.6,-1,-1
"Teenage Cocktail",2016,5.8,-1,-1
"¿Qué culpa tiene el niño?",2016,6.6,-1,-1
"Endless Poetry",2016,7.6,78,28000
"Happy Bhaag Jayegi",2016,6.5,-1,349099
"Kahaani 2",2016,6.6,-1,279009
"Clash",2016,7.5,78,18215
"Ghayal Once Again",2016,6.3,-1,-1
"Centre of My World",2016,7.2,-1,-1
"Realive",2016,5.9,59,-1
"The Student",2016,6.8,76,138
"Force 2",2016,6.2,-1,-1
"Operation Chromite",2016,6.2,50,1022720
"Ali and Nino",2016,6.9,50,-1
"Hatred",2016,7.6,-1,-1
"Goldstone",2016,6.5,78,86402
"Panfilov's 28",2016,6.8,-1,-1
"Batman: Return of the Caped Crusaders",2016,6.8,-1,-1
"Anti Matter",2016,5.8,-1,-1
"Rescate suicida",2016,6.7,-1,-1
"Big Fish & Begonia",2016,7.1,72,-1
"Sieranevada",2016,7.3,82,-1
"The Escorts",2016,5.1,38,-1
"The Untamed",2016,6.1,72,27593
"Fear, Inc.",2016,5.6,-1,-1
"Rock Dog",2016,5.9,48,9404922
"Tramps",2016,6.5,76,-1
"Manual de un tacaño",2016,5.8,-1,-1
"Heartstone",2016,7.4,70,-1
"Kshanam",2016,8.3,-1,-1
"Greater",2016,7.3,35,1987603
"The Last Face",2016,4.9,16,-1
"The Red Maple Leaf",2016,5.1,-1,-1
"The White King",2016,5.8,-1,-1
"The Warriors Gate",2016,5.4,-1,-1
"It Stains the Sands Red",2016,5.5,-1,-1
"Italian Race",2016,7.3,-1,-1
"Kirik Party",2016,8.3,-1,-1
"Tell Me How I Die",2016,5.0,-1,-1
"Obsession",2016,5.4,-1,506806
"Rebirth",2016,5.0,-1,-1
"Nocturama",2016,6.5,71,30157
"7 años",2016,6.8,-1,-1
"Logan",2017,8.1,77,226277068
"Thor: Ragnarok",2017,7.9,74,315058289
"Guardians of the Galaxy: Vol. 2",2017,7.6,67,389813101
"Star Wars: Episode VIII - The Last Jedi",2017,7.0,84,620181382
"Dunkirk",2017,7.9,94,188373161
"Wonder Woman",2017,7.4,76,412563408
"Spider-Man: Homecoming",2017,7.4,73,334201140
"Get Out",2017,7.7,85,176040665
"It",2017,7.3,69,327481748
"Blade Runner 2049",2017,8.0,81,92054159
"Baby Driver",2017,7.6,86,107825862
"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,54513740
"Justice League",2017,6.3,45,229024295
"Coco",2017,8.4,81,209726015
"The Shape of Water",2017,7.3,87,63859435
"John Wick: Chapter 2",2017,7.5,75,92029184
"Jumanji: Welcome to the Jungle",2017,6.9,58,404515480
"Beauty and the Beast",2017,7.1,65,504014165
"Kingsman: The Golden Circle",2017,6.7,44,100234838
"Kong: Skull Island",2017,6.6,62,168052812
"Pirates of the Caribbean: Salazar's Revenge",2017,6.5,39,172558876
"Alien: Covenant",2017,6.4,65,74262031
"Lady Bird",2017,7.4,94,48958273
"The Greatest Showman",2017,7.6,48,174340174
"War for the Planet of the Apes",2017,7.4,82,146880162
"Murder on the Orient Express",2017,6.5,52,102826543
"Call Me by Your Name",2017,7.9,93,18095701
"Life",2017,6.6,54,30234022
"Fast & Furious 8",2017,6.7,56,226008385
"Wind River",2017,7.7,73,33800859
"Ghost in the Shell",2017,6.3,52,40563557
"King Arthur: Legend of the Sword",2017,6.7,41,39175066
"Mother!",2017,6.6,75,17800004
"The Hitman's Bodyguard",2017,6.9,47,75468583
"I, Tonya",2017,7.5,77,30014539
"Atomic Blonde",2017,6.7,63,51687870
"The Mummy",2017,5.4,34,80101125
"Darkest Hour",2017,7.4,75,56468410
"Bright",2017,6.3,29,-1
"Valerian and the City of a Thousand Planets",2017,6.5,51,41189488
"Baywatch",2017,5.5,37,58060186
"American Made",2017,7.2,65,51342000
"Molly's Game",2017,7.4,71,28780744
"Wonder",2017,8.0,66,132422809
"The Disaster Artist",2017,7.4,76,21120616
"Transformers: The Last Knight",2017,5.2,27,130168683
"The Post",2017,7.2,83,81903458
"The Lego Batman Movie",2017,7.3,75,175750384
"Logan Lucky",2017,7.0,78,27780977
"The Dark Tower",2017,5.6,34,50701325
"The Killing of a Sacred Deer",2017,7.0,73,2291901
"The Big Sick",2017,7.5,86,42872467
"Happy Death Day",2017,6.6,58,55683845
"T2 Trainspotting",2017,7.2,67,2402004
"Despicable Me 3",2017,6.3,49,264624300
"Annabelle: Creation",2017,6.5,62,102092201
"Phantom Thread",2017,7.5,90,21023275
"The Boss Baby",2017,6.3,50,175003033
"Okja",2017,7.3,75,-1
"What Happened to Monday",2017,6.9,47,-1
"You Were Never Really Here",2017,6.8,84,2523610
"Power Rangers",2017,5.9,44,85364450
"The Foreigner",2017,7.0,55,34393507
"Gifted",2017,7.6,60,24801212
"Downsizing",2017,5.7,63,24449754
"The Florida Project",2017,7.6,92,5904366
"Geostorm",2017,5.3,21,33700160
"Fifty Shades Darker",2017,4.6,33,114376885
"Gerald's Game",2017,6.6,77,-1
"Good Time",2017,7.4,80,2026499
"The Death of Stalin",2017,7.2,88,8041828
"xXx: Return of Xander Cage",2017,5.2,42,44898413
"The Circle",2017,5.3,43,20497844
"It Comes at Night",2017,6.2,78,13985117
"Going in Style",2017,6.6,50,45003463
"The Ritual",2017,6.3,57,-1
"Death Note",2017,4.5,43,-1
"Cars 3",2017,6.7,59,152901115
"Baahubali 2: The Conclusion",2017,8.2,-1,20186659
"All the Money in the World",2017,6.8,72,25106315
"Reis",2017,1.4,-1,-1
"The Babysitter",2017,6.3,-1,-1
"Shot Caller",2017,7.3,59,-1
"Hostiles",2017,7.2,65,29819114
"American Assassin",2017,6.2,45,36249674
"Jigsaw",2017,5.8,39,38052832
"The Mountain Between Us",2017,6.4,48,30348555
"A Dog's Purpose",2017,7.2,43,64508620
"Daddy's Home 2",2017,6.0,30,104029443
"A Ghost Story",2017,6.9,84,1596371
"Paddington 2",2017,7.8,88,40442052
"Brawl in Cell Block 99",2017,7.1,79,-1
"The Snowman",2017,5.1,23,6670765
"Only the Brave",2017,7.6,72,18340051
"The Emoji Movie",2017,3.3,12,86089513
"Pitch Perfect 3",2017,5.8,40,104897530
"The Square",2017,7.2,73,1502347
"Papillon",2017,7.2,51,2335896
"1922",2017,6.3,70,-1
"The Beguiled",2017,6.3,77,10576669
"Loving Vincent",2017,7.8,62,6735118
"Battle of the Sexes",2017,6.7,73,12638526
"47 Meters Down",2017,5.6,52,44307191
"I Don't Feel at Home in This World Anymore.",2017,6.9,75,-1
"Detroit",2017,7.3,77,16790139
"Ferdinand",2017,6.7,58,84410380
"The Space Between Us",2017,6.4,33,7885294
"First Reformed",2017,7.1,85,3448256
"Rough Night",2017,5.2,51,22062200
"Jungle",2017,6.7,48,-1
"Before I Fall",2017,6.5,58,12241072
"The Upside",2017,6.9,46,108252517
"A Bad Moms Christmas",2017,5.6,42,72110659
"CHIPS",2017,6.0,28,18600152
"Flatliners",2017,5.2,27,16866403
"The Meyerowitz Stories",2017,6.9,79,-1
"Mudbound",2017,7.4,85,-1
"War Machine",2017,6.0,56,-1
"The House",2017,5.6,30,25481529
"To the Bone",2017,6.8,64,-1
"Stronger",2017,6.9,76,4211129
"Suburbicon",2017,5.7,42,5775178
"Raees",2017,6.8,-1,3262954
"Fist Fight",2017,5.6,37,32187017
"The Zookeeper's Wife",2017,7.0,57,17445186
"Cumali Ceber",2017,1.0,-1,-1
"Rings",2017,4.5,25,27780085
"Cargo",2017,6.3,65,-1
"Revenge",2017,6.4,81,102091
"Verónica",2017,6.2,-1,-1
"Ingrid Goes West",2017,6.6,71,3024308
"The Wife",2017,7.2,77,9601092
"Girls Trip",2017,6.2,71,115171585
"Thoroughbreds",2017,6.7,75,2830775
"Kidnap",2017,5.9,44,30718107
"Ayla",2017,8.4,-1,-1
"Crimea",2017,6.8,-1,-1
"Snatched",2017,4.5,45,45825314
"The Endless",2017,6.5,80,272020
"Roman J. Israel, Esq.",2017,6.5,58,11962712
"Everything, Everything",2017,6.4,52,34000284
"Victoria & Abdul",2017,6.8,58,22245070
"Ghost Stories",2017,6.4,68,135095
"The Shack",2017,6.3,32,57386418
"Sleepless",2017,5.6,34,20783704
"The Discovery",2017,6.3,54,-1
"Loveless",2017,7.6,86,566356
"The Glass Castle",2017,7.1,56,17273059
"Unlocked",2017,6.3,46,-1
"In the Fade",2017,7.1,65,321011
"Home Again",2017,5.8,41,27020284
"Borg McEnroe",2017,6.9,63,14113354
"Time Trap",2017,6.3,46,-1
"Vikram Vedha",2017,8.5,-1,-1
"Thelma",2017,7.0,74,147391
"Table 19",2017,5.8,40,3606977
"I Kill Giants",2017,6.1,74,-1
"Disobedience",2017,6.6,74,3480702
"Wonder Wheel",2017,6.2,45,1403237
"Captain Underpants: The First Epic Movie",2017,6.2,69,73921000
"God's Own Country",2017,7.7,85,335609
"Goodbye Christopher Robin",2017,7.1,54,1735251
"The Ottoman Lieutenant",2017,6.6,26,-1
"The Secret of Marrowbone",2017,6.7,63,1377
"Mersal",2017,7.6,-1,-1
"Kaabil",2017,7.1,-1,-1
"The Book of Henry",2017,6.6,31,4219536
"The Wall",2017,6.2,57,1803009
"On Body and Soul",2017,7.6,77,-1
"Hindi Medium",2017,7.8,-1,-1
"Professor Marston and the Wonder Women",2017,7.1,68,1585362
"Last Flag Flying",2017,6.9,65,965481
"A Fantastic Woman",2017,7.2,86,2020988
"The Bar",2017,6.3,-1,-1
"The Lego Ninjago Movie",2017,6.0,55,59281555
"Berlin Syndrome",2017,6.3,70,28660
"Jolly LLB 2",2017,7.2,-1,1632440
"Aftermath",2017,5.6,44,-1
"The Bye Bye Man",2017,4.2,37,22377458
"Tiger Zinda Hai",2017,5.9,-1,5560921
"Rex",2017,7.1,66,13406304
"All Eyez on Me",2017,5.8,38,44922302
"Arjun Reddy",2017,8.1,-1,-1
"Cult of Chucky",2017,5.2,69,-1
"Secret Superstar",2017,7.9,-1,-1
"Mom and Dad",2017,5.5,59,-1
"iBoy",2017,6.0,50,-1
"A Prayer Before Dawn",2017,6.9,76,-1
"Marshall",2017,7.2,66,10051659
"The Little Hours",2017,5.8,69,1647175
"Aile Arasinda",2017,7.7,-1,-1
"2:22",2017,5.8,-1,-1
"The Breadwinner",2017,7.7,78,312381
"Leatherface",2017,5.0,40,-1
"Sand Castle",2017,6.3,45,-1
"Creep 2",2017,6.5,75,-1
"The Current War",2017,6.5,55,-1
"Super Dark Times",2017,6.6,75,33109
"Lucky",2017,7.3,80,955925
"The 12th Man",2017,7.4,70,-1
"Bareilly Ki Barfi",2017,7.5,-1,-1
"Little Evil",2017,5.7,-1,-1
"Breathe",2017,7.2,51,490131
"Song to Song",2017,5.7,54,443684
"Hagane no renkinjutsushi",2017,5.2,48,-1
"Jab Harry Met Sejal",2017,5.3,-1,1284740
"Beyond Skyline",2017,5.3,46,-1
"Tulip Fever",2017,6.2,38,2425664
"Smurfs: The Lost Village",2017,6.0,40,45020282
"Wish Upon",2017,5.0,32,14301505
"6 Days",2017,6.2,36,-1
"Father Figures",2017,5.5,22,17501244
"Escobar",2017,6.3,42,22017
"Toilet: Ek Prem Katha",2017,7.2,-1,1830715
"My Cousin Rachel",2017,6.0,63,2676077
"Crooked House",2017,6.3,59,-1
"Chalard games goeng",2017,7.6,-1,-1
"Wheelman",2017,6.4,66,-1
"Once Upon a Time in Venice",2017,5.3,28,-1
"Forgotten",2017,7.4,-1,-1
"Unicorn Store",2017,5.5,44,-1
"Jeepers Creepers 3",2017,3.9,-1,2235162
"Naked",2017,5.4,36,-1
"One Cut of the Dead",2017,7.7,86,-1
"The Party",2017,6.6,73,749827
"Mayhem",2017,6.4,62,-1
"Newton",2017,7.7,-1,-1
"A Christmas Prince",2017,5.8,-1,-1
"My Friend Dahmer",2017,6.2,68,1355664
"Brad's Status",2017,6.5,71,2133158
"Security",2017,5.7,-1,-1
"A Taxi Driver",2017,7.9,69,1527829
"Brigsby Bear",2017,7.3,67,532669
"Rememory",2017,6.2,48,-1
"First They Killed My Father",2017,7.2,72,-1
"Blade of the Immortal",2017,6.8,72,150532
"Sandy Wexler",2017,5.2,40,-1
"L'insulte",2017,7.7,72,1001305
"Hangman",2017,5.2,31,-1
"Recep Ivedik 5",2017,3.3,-1,-1
"OtherLife",2017,6.3,-1,-1
"Tubelight",2017,3.9,-1,930058
"Columbus",2017,7.2,89,1017107
"How to Be a Latin Lover",2017,6.0,54,32088029
"Unforgettable",2017,5.1,45,11274490
"The Man with the Iron Heart",2017,6.4,-1,-1
"The Rider",2017,7.4,92,2419031
"Newness",2017,6.3,50,-1
"120 BPM (Beats Per Minute)",2017,7.4,84,125189
"Radius",2017,6.3,-1,-1
"Hot Summer Nights",2017,6.4,44,-1
"Happy End",2017,6.7,72,301718
"The Layover",2017,4.8,15,-1
"Mary Shelley",2017,6.4,49,97321
"The Captain",2017,7.4,67,109226
"Singularity",2017,3.8,-1,4176
"Toc Toc",2017,6.8,-1,-1
"Amityville: The Awakening",2017,4.8,42,742
"Overdrive",2017,5.4,-1,-1
"Shaadi Mein Zaroor Aana",2017,7.6,-1,-1
"The Bookshop",2017,6.5,62,1328001
"24 Hours to Live",2017,5.8,37,-1
"Black Butterfly",2017,6.2,43,-1
"Beach Rats",2017,6.4,78,472368
"The Invisible Guardian",2017,6.4,-1,-1
"The Man Who Invented Christmas",2017,7.0,60,5676486
"Thank You for Your Service",2017,6.5,68,9467000
"Cold Skin",2017,6.0,-1,-1
"Goon: Last of the Enforcers",2017,5.8,48,-1
"Perfect Strangers",2017,6.9,-1,1014507
"The Villainess",2017,6.7,64,27741
"Churchill",2017,6.1,44,1281258
"The Vault",2017,4.8,50,5728
"Mary and the Witch's Flower",2017,6.8,75,2418404
"The Senator",2017,6.4,67,17395520
"12 Feet Deep",2017,5.5,-1,-1
"Along With the Gods: The Two Worlds",2017,7.3,-1,1908823
"The Ghazi Attack",2017,7.6,-1,-1
"Killing Gunther",2017,4.8,53,-1
"Mark Felt: The Man Who Brought Down the White House",2017,6.4,49,768946
"Guardians",2017,3.9,-1,-1
"The Super",2017,5.9,47,-1
"The Only Living Boy in New York",2017,6.3,33,624332
"Kodachrome",2017,6.8,57,-1
"You Get Me",2017,4.6,-1,-1
"Shimmer Lake",2017,6.3,-1,-1
"Batman and Harley Quinn",2017,5.9,-1,-1
"Lean on Pete",2017,7.2,80,1163056
"Aterrados",2017,6.5,-1,-1
"Our Souls at Night",2017,6.9,69,-1
"XX",2017,4.5,64,30611
"The Children Act",2017,6.7,62,513381
"The Other Side of Hope",2017,7.2,84,183943
"Attraction",2017,5.6,-1,-1
"Resident Evil: Vendetta",2017,6.3,-1,-1
"Vivegam",2017,5.6,-1,-1
"Please Stand By",2017,6.7,49,9868
"Voice from the Stone",2017,5.2,42,-1
"Bushwick",2017,5.2,44,-1
"Beast",2017,6.8,74,800365
"Acts of Vengeance",2017,5.7,49,-1
"First Kill",2017,5.0,39,-1
"Ittefaq",2017,7.2,-1,298032
"L'amant double",2017,6.2,70,167581
"Badrinath Ki Dulhania",2017,6.1,-1,1988441
"Anna and the Apocalypse",2017,6.0,63,545597
"Wilson",2017,5.8,49,652997
"Theeran Adhigaram Ondru",2017,8.2,-1,-1
"On Chesil Beach",2017,6.3,62,745971
"How To Talk To Girls At Parties",2017,5.7,50,84809
"Salyut-7",2017,7.2,-1,-1
"Small Town Crime",2017,6.6,68,-1
"Patti Cake$",2017,6.8,67,800148
"The Place",2017,7.0,-1,-1
"Wonderstruck",2017,6.2,71,1033632
"Errementari",2017,6.4,-1,-1
"Sidney Hall",2017,6.9,18,-1
"Tuntematon sotilas",2017,7.8,-1,-1
"Christmas Inheritance",2017,5.7,-1,-1
"Jagga Jasoos",2017,6.5,-1,490232
"Escape Room",2017,4.2,-1,-1
"The Polka King",2017,5.9,65,-1
"Beatriz at Dinner",2017,6.0,68,7115854
"Spyder",2017,6.6,-1,-1
"C'est la vie!",2017,6.8,-1,-1
"Kung Fu Yoga",2017,5.2,50,362657
"Pirates of Somalia",2017,6.8,54,-1
"Mom",2017,7.3,-1,-1
"Renegades",2017,5.4,33,-1
"Shubh Mangal Savdhan",2017,6.9,-1,689874
"La ragazza nella nebbia",2017,6.8,-1,-1
"Day of the Dead: Bloodline",2017,3.4,-1,-1
"Film Stars Don't Die in Liverpool",2017,6.7,65,1026124
"Tragedy Girls",2017,6.0,58,61899
"Sweet Virginia",2017,6.2,72,10456
"Bleeding Steel",2017,5.2,43,-1
"Judwaa 2",2017,3.7,-1,1431255
"Bullet Head",2017,5.4,51,-1
"The Lodgers",2017,5.1,52,-1
"Inconceivable",2017,5.2,-1,-1
"Revolt",2017,5.2,-1,-1
"Rebel in the Rye",2017,6.7,46,378294
"Ryde",2017,5.8,-1,-1
"Win It All",2017,6.2,77,-1
"November Criminals",2017,5.3,31,-1
"Golmaal Again",2017,5.0,-1,1013893
"The Hero",2017,6.5,61,4077333
"The Hunter's Prayer",2017,5.6,35,-1
"Custody",2017,7.5,83,83882
"Ravenous",2017,5.9,-1,-1
"The Man from Earth: Holocene",2017,5.3,-1,5472
"See You Up There",2017,7.5,-1,-1
"Journey's End",2017,6.7,73,156164
"Pyewacket",2017,5.8,56,-1
"The Case for Christ",2017,6.3,50,14678714
"The Dinner",2017,4.5,57,1322839
"Bairavaa",2017,5.8,-1,-1
"The Cured",2017,5.5,57,20261
"The Whiskey Bandit",2017,7.5,-1,-1
"The Humanity Bureau",2017,4.7,-1,-1
"Godzilla: Planet of the Monsters",2017,6.0,-1,-1
"The Last Word",2017,6.6,40,1782667
"The Leisure Seeker",2017,6.7,45,3226443
"Sweet Country",2017,6.9,87,95609
"Satan's Slaves",2017,6.6,-1,-1
"El Camino Christmas",2017,5.7,-1,-1
"Submergence",2017,5.4,38,-1
"The Mercy",2017,6.0,60,-1
"Flower",2017,6.0,45,327628
"Alibi.com",2017,6.5,-1,-1
"The Nile Hilton Incident",2017,6.7,70,81089
"Bokeh",2017,5.0,56,-1
"Diary of a Wimpy Kid: The Long Haul",2017,4.3,39,20638993
"The Great Father",2017,7.3,-1,-1
"Blame!",2017,6.7,-1,-1
"Bomb City",2017,6.8,65,59329
"The Crucifixion",2017,5.1,-1,-1
"Extortion",2017,6.2,-1,-1
"Kill Switch",2017,4.8,31,-1
"Viceroy's House",2017,6.7,53,1105717
"The Recall",2017,4.2,-1,22943
"Wolf Warrior 2",2017,6.0,44,2721100
"Qarib Qarib Single",2017,7.1,-1,-1
"Vengeance: A Love Story",2017,5.2,-1,-1
"Small Crimes",2017,5.8,60,-1
"Clinical",2017,5.1,-1,-1
"Dismissed",2017,5.7,-1,-1
"Aloko Udapadi",2017,9.0,-1,-1
"Cyborgs: Heroes Never Die",2017,7.9,-1,-1
"Foxtrot",2017,7.3,88,618883
"Mukkabaaz",2017,8.0,-1,75929
"Orbiter 9",2017,5.9,-1,-1
"The Star",2017,6.2,42,40852824
"Summer 1993",2017,7.2,81,183570
"The Clapper",2017,5.1,21,-1
"OHA Diyorum: The Movie",2017,2.0,-1,-1
"6 Below",2017,5.7,40,-1
"All Nighter",2017,5.7,37,-1
"The Incredible Jessica James",2017,6.5,72,-1
"Same Kind of Different as Me",2017,6.6,47,6423605
"Half Girlfriend",2017,4.4,-1,-1
"Sword Art Online The Movie: Ordinal Scale",2017,7.4,-1,-1
"Just Getting Started",2017,4.5,21,6069605
"Madame",2017,6.1,45,-1
"Memoir of a Murderer",2017,7.1,-1,91335
